Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
11.47.57.577245,-115.8944,-10.06613,166.9161,0.109603,90.00039,359.9899
11.47.57.581235,-115.8944,-10.06613,166.9161,0.109603,90.00039,359.9899
11.47.57.596196,-115.8942,-10.06665,166.9162,0.120578,90.00002,-0.004047816
11.47.57.596196,-115.8942,-10.06665,166.9162,0.120578,90.00002,-0.004047816
11.47.57.612155,-115.894,-10.06706,166.9163,0.1306055,89.9999,0.001524337
11.47.57.612155,-115.894,-10.06706,166.9163,0.1306055,89.9999,0.001524337
11.47.57.628110,-115.8937,-10.0673,166.9164,0.1371159,89.99841,0.00591955
11.47.57.628110,-115.8937,-10.0673,166.9164,0.1371159,89.99841,0.00591955
11.47.57.644068,-115.8933,-10.06739,166.9165,0.1406781,89.99863,0.009368506
11.47.57.661021,-115.8927,-10.06725,166.9164,0.1427619,90.01089,0.01342835
11.47.57.662018,-115.893,-10.06736,166.9165,0.1423236,90.00323,0.01195603
11.47.57.676979,-115.8921,-10.06691,166.9161,0.1380919,90.02185,0.01354546
11.47.57.679972,-115.8926,-10.06722,166.9163,0.1423739,90.0118,0.01343811
11.47.57.695929,-115.8921,-10.06693,166.9161,0.1384813,90.02094,0.01353574
11.47.57.711886,-115.8914,-10.06655,166.9159,0.1319656,90.02964,0.01255682
11.47.57.711886,-115.8914,-10.06655,166.9159,0.1319656,90.02964,0.01255682
11.47.57.739814,-115.8883,-10.06503,166.9154,0.09888245,90.04606,0.006803721
11.47.57.739814,-115.8883,-10.06503,166.9154,0.09888245,90.04606,0.006803721
11.47.57.740809,-115.8897,-10.06568,166.9156,0.114438,90.04149,0.009367754
11.47.57.755768,-115.886,-10.0642,166.9153,0.07828451,90.04763,0.003549114
11.47.57.756766,-115.8883,-10.06502,166.9154,0.09864756,90.04607,0.006766612
11.47.57.773724,-115.8864,-10.06433,166.9153,0.08148,90.04739,0.004054068
11.47.57.790675,-115.8842,-10.06367,166.9153,0.06532034,90.04674,0.001536003
11.47.57.790675,-115.8842,-10.06367,166.9153,0.06532034,90.04674,0.001536003
11.47.57.807629,-115.8814,-10.06294,166.9153,0.04620915,90.0446,-0.0007068414
11.47.57.807629,-115.8814,-10.06294,166.9153,0.04620915,90.0446,-0.0007068414
11.47.57.823591,-115.8783,-10.06221,166.9153,0.02566124,90.04146,-0.002525328
11.47.57.839546,-115.8704,-10.06075,166.9153,359.9824,90.0424,-0.004494967
11.47.57.840542,-115.8746,-10.06148,166.9153,0.004880442,90.03927,-0.003823402
11.47.57.857496,-115.8642,-10.05977,166.9152,359.9491,90.04626,-0.005005836
11.47.57.858494,-115.87,-10.06069,166.9153,359.9803,90.04263,-0.004526209
11.47.57.874451,-115.8647,-10.05986,166.9152,359.9521,90.0459,-0.004959174
11.47.57.902377,-115.8478,-10.05784,166.9151,359.8785,90.04988,-0.004791189
11.47.57.902377,-115.8478,-10.05784,166.9151,359.8785,90.04988,-0.004791189
11.47.57.903373,-115.8541,-10.05851,166.9151,359.9035,90.04892,-0.004987399
11.47.57.918334,-115.8376,-10.05702,166.9151,359.8474,90.04736,-0.004418687
11.47.57.920346,-115.8465,-10.05774,166.9151,359.8747,90.04958,-0.004745591
11.47.57.935980,-115.838,-10.05706,166.9151,359.8487,90.04747,-0.004434936
11.47.57.952930,-115.8285,-10.05649,166.9152,359.8263,90.04366,-0.003900082
11.47.57.952930,-115.8285,-10.05649,166.9152,359.8263,90.04366,-0.003900082
11.47.57.969884,-115.8178,-10.05603,166.9153,359.8083,90.03925,-0.003112589
11.47.57.969884,-115.8178,-10.05603,166.9153,359.8083,90.03925,-0.003112589
11.47.57.985842,-115.8066,-10.05571,166.9153,359.7951,90.03762,-0.002116472
11.47.58.001800,-115.7842,-10.05535,166.9154,359.7789,90.03506,-0.0005635414
11.47.58.003794,-115.7944,-10.05548,166.9154,359.7852,90.03696,-0.001141984
11.47.58.018755,-115.7678,-10.05525,166.9155,359.7724,90.03388,0.0002352965
