Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
07.28.39.076319,-115.8945,-10.06595,166.916,0.1063381,90.0005,359.9881
07.28.39.081304,-115.8945,-10.06595,166.916,0.1063381,90.0005,359.9881
07.28.39.096265,-115.8943,-10.06652,166.9162,0.1178208,90.00012,-0.005567103
07.28.39.097278,-115.8943,-10.06652,166.9162,0.1178208,90.00012,-0.005567103
07.28.39.111224,-115.894,-10.06696,166.9163,0.1281983,89.99977,3.632549E-05
07.28.39.126185,-115.8937,-10.06749,166.9165,0.1443842,89.99928,0.0081188
07.28.39.126185,-115.8938,-10.06729,166.9164,0.1375244,89.99947,0.00482709
07.28.39.142143,-115.8935,-10.06761,166.9165,0.1520659,89.99905,0.01136767
07.28.39.143139,-115.8937,-10.06751,166.9165,0.1454117,89.99924,0.008553404
07.28.39.159939,-115.8935,-10.06761,166.9165,0.152041,89.99905,0.01135714
07.28.39.176862,-115.8935,-10.06759,166.9166,0.1565652,89.99894,0.01269948
07.28.39.176862,-115.8935,-10.06759,166.9166,0.1565652,89.99894,0.01269948
07.28.39.193817,-115.8934,-10.06749,166.9166,0.1595939,89.99889,0.01309126
07.28.39.193817,-115.8934,-10.06749,166.9166,0.1595939,89.99889,0.01309126
07.28.39.210771,-115.8934,-10.06731,166.9166,0.16117,89.99887,0.01261368
07.28.39.225733,-115.8935,-10.06683,166.9166,0.1607618,89.99895,0.0101167
07.28.39.226728,-115.8934,-10.06706,166.9166,0.1613803,89.99891,0.01142474
07.28.39.242686,-115.8936,-10.06644,166.9165,0.1581779,89.9991,0.007482341
07.28.39.243683,-115.8935,-10.06677,166.9166,0.1603103,89.99898,0.009656291
07.28.39.261637,-115.8937,-10.06601,166.9164,0.1542737,89.99928,0.004544353
07.28.39.262635,-115.8936,-10.0664,166.9165,0.1578365,89.99911,0.00722542
07.28.39.279588,-115.8937,-10.06605,166.9164,0.1545706,89.99927,0.004767762
07.28.39.296542,-115.8938,-10.06568,166.9164,0.15051,89.99941,0.002315342
07.28.39.296542,-115.8938,-10.06568,166.9164,0.15051,89.99941,0.002315342
07.28.39.313497,-115.8939,-10.06533,166.9164,0.1459999,89.99959,6.182541E-05
07.28.39.313497,-115.8939,-10.06533,166.9164,0.1459999,89.99959,6.182541E-05
07.28.39.330452,-115.894,-10.06498,166.9163,0.1411964,89.99973,-0.00187071
07.28.39.345411,-115.8942,-10.06443,166.9162,0.1323058,89.99992,-0.004430811
07.28.39.346409,-115.8941,-10.06467,166.9163,0.1362862,89.99983,-0.003416892
07.28.39.362366,-115.8943,-10.06413,166.9162,0.1268386,89.99999,-0.005259065
07.28.39.363363,-115.8942,-10.06438,166.9162,0.1315169,89.99994,-0.004550319
07.28.39.379320,-115.8943,-10.06414,166.9162,0.1269607,89.99999,-0.005240555
07.28.39.396275,-115.8944,-10.06394,166.9162,0.1228312,90,-0.005586427
07.28.39.397272,-115.8944,-10.06394,166.9162,0.1228312,90,-0.005586427
07.28.39.414228,-115.8945,-10.06378,166.9162,0.1191277,90,-0.005525494
07.28.39.414228,-115.8945,-10.06378,166.9162,0.1191277,90,-0.005525494
07.28.39.430187,-115.8945,-10.06366,166.9162,0.1159301,89.99998,-0.005158878
07.28.39.431182,-115.8945,-10.06366,166.9162,0.1159301,89.99998,-0.005158878
07.28.39.447139,-115.8946,-10.06358,166.9162,0.1133259,89.99995,-0.004521324
07.28.39.465092,-115.8946,-10.06355,166.9163,0.1099948,89.99982,-0.002658715
07.28.39.465092,-115.8946,-10.06355,166.9162,0.1112405,89.99989,-0.00356787
07.28.39.482046,-115.8946,-10.06359,166.9163,0.1091731,89.99969,-0.001315614
07.28.39.483043,-115.8946,-10.06355,166.9163,0.1099188,89.99981,-0.002534448
07.28.39.498004,-115.8946,-10.06358,166.9163,0.1092335,89.99971,-0.001414325
07.28.39.515954,-115.8946,-10.06365,166.9163,0.1091405,89.99964,-0.0004968371
07.28.39.515954,-115.8946,-10.06365,166.9163,0.1091405,89.99964,-0.0004968371
07.28.39.531913,-115.8946,-10.06374,166.9163,0.1095117,89.9996,0.0002665279
07.28.39.531913,-115.8946,-10.06374,166.9163,0.1095117,89.9996,0.0002665279
07.28.39.548868,-115.8946,-10.06385,166.9163,0.1102962,89.99957,0.0008843577
07.28.39.564828,-115.8945,-10.06407,166.9163,0.1126095,89.99958,0.001615873
07.28.39.565822,-115.8945,-10.06396,166.9163,0.1114138,89.99957,0.00133893
07.28.39.581780,-115.8945,-10.06423,166.9163,0.1145552,89.9996,0.001751733
07.28.39.582777,-115.8945,-10.06409,166.9163,0.1128073,89.99959,0.00162969
07.28.39.598733,-115.8945,-10.06422,166.9163,0.114429,89.9996,0.001742922
07.28.39.615688,-115.8944,-10.06435,166.9163,0.1161948,89.99961,0.001684152
07.28.39.616685,-115.8944,-10.06435,166.9163,0.1161948,89.99961,0.001684152
07.28.39.632643,-115.8944,-10.06447,166.9163,0.1180149,89.99963,0.001452792
07.28.39.632643,-115.8944,-10.06447,166.9163,0.1180149,89.99963,0.001452792
07.28.39.649598,-115.8943,-10.06458,166.9163,0.119816,89.99966,0.001092159
07.28.39.666552,-115.8943,-10.06476,166.9163,0.12286,89.9997,0.0003416903
07.28.39.666552,-115.8943,-10.06469,166.9163,0.1215648,89.99969,0.00066928
07.28.39.682511,-115.8942,-10.06484,166.9163,0.1245818,89.99971,-4.585708E-05
07.28.39.683508,-115.8943,-10.06477,166.9163,0.1231464,89.99971,0.0002772236
07.28.39.699473,-115.8942,-10.06491,166.9163,0.1260356,89.9997,-0.0004225789
07.28.39.700462,-115.8942,-10.06485,166.9163,0.1246058,89.9997,-5.209365E-05
07.28.39.716421,-115.8942,-10.0649,166.9163,0.1258173,89.9997,-0.0003660229
07.28.39.734371,-115.8942,-10.06493,166.9163,0.1268452,89.99969,-0.0006671923
07.28.39.734371,-115.8942,-10.06493,166.9163,0.1268452,89.99969,-0.0006671923
07.28.39.751326,-115.8942,-10.06495,166.9163,0.1276191,89.99968,-0.0009163616
07.28.39.751326,-115.8942,-10.06495,166.9163,0.1276191,89.99968,-0.0009163616
07.28.39.768281,-115.8942,-10.06496,166.9163,0.1281655,89.99968,-0.001075611
07.28.39.784238,-115.8942,-10.06494,166.9163,0.1286575,89.99969,-0.001242991
07.28.39.785235,-115.8942,-10.06496,166.9162,0.1285062,89.99967,-0.001161082
07.28.39.800195,-115.8942,-10.06491,166.9163,0.1285808,89.99972,-0.001247166
07.28.39.801193,-115.8942,-10.06494,166.9163,0.128653,89.99969,-0.001243231
07.28.39.818148,-115.8942,-10.06491,166.9163,0.1285884,89.99972,-0.001246759
07.28.39.835102,-115.8942,-10.06488,166.9163,0.1283453,89.99974,-0.001178911
07.28.39.835102,-115.8942,-10.06488,166.9163,0.1283453,89.99974,-0.001178911
07.28.39.852056,-115.8942,-10.06484,166.9163,0.1279672,89.99974,-0.001060856
07.28.39.852056,-115.8942,-10.06484,166.9163,0.1279672,89.99974,-0.001060856
07.28.39.870008,-115.8942,-10.06479,166.9162,0.1274637,89.99974,-0.0009032013
07.28.39.885969,-115.8942,-10.06471,166.9163,0.1263851,89.99975,-0.0006513041
07.28.39.886966,-115.8942,-10.06475,166.9162,0.1268982,89.99974,-0.0007525833
07.28.39.901934,-115.8942,-10.06466,166.9163,0.125625,89.99974,-0.000418917
07.28.39.902921,-115.8942,-10.0647,166.9163,0.1262775,89.99975,-0.000618407
07.28.39.919876,-115.8942,-10.06466,166.9163,0.1256346,89.99974,-0.0004218119
07.28.39.936831,-115.8943,-10.06461,166.9163,0.1249959,89.99973,-0.0002536114
07.28.39.936831,-115.8943,-10.06461,166.9163,0.1249959,89.99973,-0.0002536114
07.28.39.953784,-115.8943,-10.06458,166.9163,0.1243858,89.99971,-0.0001274193
07.28.39.954782,-115.8943,-10.06458,166.9163,0.1243858,89.99971,-0.0001274193
07.28.39.970739,-115.8943,-10.06454,166.9163,0.1238166,89.99969,-4.479654E-05
07.28.39.971737,-115.8943,-10.06454,166.9163,0.1238166,89.99969,-4.479654E-05
07.28.39.987693,-115.8943,-10.06452,166.9163,0.1233082,89.99967,-3.261689E-06
07.28.40.003652,-115.8943,-10.06448,166.9163,0.1224784,89.99969,-1.572815E-05
07.28.40.004648,-115.8943,-10.0645,166.9163,0.1228566,89.99967,4.122135E-06
07.28.40.020605,-115.8943,-10.06447,166.9163,0.1220981,89.99969,-7.489212E-05
07.28.40.020605,-115.8943,-10.06448,166.9162,0.1224666,89.99969,-1.75691E-05
07.28.40.037561,-115.8943,-10.06447,166.9163,0.1221471,89.99969,-6.726818E-05
07.28.40.054515,-115.8943,-10.06447,166.9163,0.1219065,89.9997,-0.0001323752
07.28.40.054515,-115.8943,-10.06447,166.9163,0.1219065,89.9997,-0.0001323752
07.28.40.074497,-115.8943,-10.06447,166.9163,0.1217195,89.9997,-0.0002178328
07.28.40.074497,-115.8943,-10.06447,166.9163,0.1217195,89.9997,-0.0002178328
07.28.40.091416,-115.8943,-10.06447,166.9163,0.1216384,89.99969,-0.0002971673
07.28.40.091416,-115.8943,-10.06447,166.9163,0.1216384,89.99969,-0.0002971673
07.28.40.108370,-115.8943,-10.06448,166.9163,0.1216336,89.99969,-0.0003696048
07.28.40.124328,-115.8943,-10.0645,166.9163,0.1217968,89.99969,-0.0004799753
07.28.40.125326,-115.8943,-10.06449,166.9163,0.1216951,89.99969,-0.0004318437
07.28.40.141282,-115.8943,-10.06452,166.9163,0.1220009,89.99968,-0.0005222372
07.28.40.142281,-115.8943,-10.0645,166.9162,0.1218181,89.99969,-0.0004843775
07.28.40.159234,-115.8943,-10.06452,166.9163,0.1219911,89.99968,-0.000520196
07.28.40.176190,-115.8943,-10.06453,166.9163,0.1222042,89.99967,-0.0005439818
07.28.40.176190,-115.8943,-10.06453,166.9163,0.1222042,89.99967,-0.0005439818
07.28.40.193145,-115.8943,-10.06455,166.9163,0.1224341,89.99967,-0.000554127
07.28.40.193145,-115.8943,-10.06455,166.9163,0.1224341,89.99967,-0.000554127
07.28.40.210099,-115.8943,-10.06456,166.9163,0.1226728,89.99967,-0.0005515324
07.28.40.229048,-115.8943,-10.06459,166.9163,0.1230972,89.99965,-0.0005246851
07.28.40.230045,-115.8943,-10.06458,166.9163,0.1229483,89.99966,-0.0005361777
07.28.40.246004,-115.8943,-10.0646,166.9163,0.1233466,89.99964,-0.0004902806
07.28.40.247000,-115.8943,-10.06459,166.9163,0.1231832,89.99965,-0.000512819
07.28.40.262959,-115.8943,-10.06461,166.9163,0.1235633,89.99963,-0.0004558695
07.28.40.263955,-115.8943,-10.0646,166.9163,0.1233882,89.99964,-0.0004836705
07.28.40.299945,-115.8943,-10.06462,166.9163,0.123745,89.99963,-0.0004190437
07.28.40.299945,-115.8943,-10.06462,166.9163,0.1237438,89.99963,-0.0004192905
07.28.40.299945,-115.8943,-10.06462,166.9163,0.1237438,89.99963,-0.0004192905
07.28.40.316901,-115.8943,-10.06463,166.9163,0.1238618,89.99963,-0.0003921165
07.28.40.316901,-115.8943,-10.06463,166.9163,0.1238618,89.99963,-0.0003921165
07.28.40.333855,-115.8943,-10.06463,166.9163,0.1239485,89.99962,-0.0003689312
07.28.40.333855,-115.8943,-10.06463,166.9163,0.1239485,89.99962,-0.0003689312
07.28.40.356831,-115.8943,-10.06463,166.9163,0.1240076,89.99962,-0.0003506817
07.28.40.368761,-115.8943,-10.06463,166.9163,0.1240584,89.99961,-0.000333953
07.28.40.370757,-115.8943,-10.06463,166.9163,0.1240454,89.99961,-0.0003380218
07.28.40.385720,-115.8943,-10.06463,166.9163,0.1240517,89.99961,-0.0003309448
07.28.40.387710,-115.8943,-10.06463,166.9163,0.1240566,89.99961,-0.0003331259
07.28.40.406661,-115.8943,-10.06462,166.9163,0.1240227,89.99959,-0.0003357873
07.28.40.407659,-115.8943,-10.06463,166.9163,0.1240413,89.9996,-0.000332679
07.28.40.423615,-115.8943,-10.06462,166.9163,0.1239757,89.99959,-0.0003454589
07.28.40.424612,-115.8943,-10.06462,166.9163,0.1240123,89.99959,-0.000337915
07.28.40.441569,-115.8943,-10.06462,166.9163,0.1239141,89.99958,-0.0003587392
07.28.40.442567,-115.8943,-10.06462,166.9163,0.123971,89.99959,-0.0003464461
07.28.40.471486,-115.8943,-10.06461,166.9163,0.1238422,89.99957,-0.000371439
07.28.40.472496,-115.8943,-10.06461,166.9163,0.1238722,89.99957,-0.0003661363
07.28.40.472496,-115.8943,-10.06461,166.9163,0.1238722,89.99957,-0.0003661363
07.28.40.489442,-115.8943,-10.06461,166.9162,0.1238064,89.99956,-0.0003787095
07.28.40.505405,-115.8943,-10.0646,166.9163,0.1236925,89.99954,-0.0003980261
07.28.40.506393,-115.8943,-10.0646,166.9163,0.1237423,89.99956,-0.0003905423
07.28.40.522351,-115.8943,-10.06459,166.9163,0.1236213,89.99954,-0.0004089051
07.28.40.523348,-115.8943,-10.0646,166.9162,0.1236812,89.99954,-0.0003997537
07.28.40.540304,-115.8943,-10.06459,166.9163,0.1235434,89.99954,-0.0004155419
07.28.40.540304,-115.8943,-10.06459,166.9163,0.1236206,89.99954,-0.0004089518
07.28.40.557258,-115.8943,-10.06459,166.9163,0.1235546,89.99953,-0.0004145947
