08.55.18.040252,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.055212,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.055212,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.056210,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.056210,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.057240,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.058238,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.059203,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.059203,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.060199,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.061218,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.062194,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.062194,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.063226,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.064189,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.064189,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.065187,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.092654,35.53458,-10.06466,167.008,0.1260412,89.97321,-0.000408098
08.55.18.096643,35.80857,-10.06462,167.1882,0.1245672,89.97367,-0.0003899354
08.55.18.357826,35.82594,-10.06462,167.1882,0.1245988,89.97372,-0.0003962386
08.55.18.358796,35.84222,-10.06462,167.1883,0.1246369,89.97379,-0.0003979795
08.55.18.365777,35.85849,-10.06462,167.1883,0.1246768,89.97385,-0.0003930836
08.55.18.366774,35.87474,-10.06462,167.1883,0.1247172,89.97392,-0.0003875808
08.55.18.366774,35.89098,-10.06462,167.1883,0.124754,89.97399,-0.0003856931
08.55.18.367772,35.9072,-10.06463,167.1883,0.1247897,89.97405,-0.0003874341
08.55.18.368768,35.9234,-10.06463,167.1883,0.1248204,89.97412,-0.0003915695
08.55.18.368768,35.93959,-10.06463,167.1883,0.1248416,89.9742,-0.000395725
08.55.18.369766,35.95576,-10.06463,167.1884,0.1248609,89.97428,-0.0004004608
08.55.18.370763,35.97191,-10.06463,167.1884,0.1248754,89.97434,-0.000400394
08.55.18.371762,35.98805,-10.06463,167.1884,0.1248833,89.97443,-0.0003936439
08.55.18.371762,36.00417,-10.06463,167.1884,0.1248845,89.97452,-0.0003887081
08.55.18.372758,36.02028,-10.06463,167.1884,0.1248809,89.97461,-0.0003801369
08.55.18.373755,36.03637,-10.06463,167.1884,0.1248749,89.97471,-0.0003776156
08.55.18.373755,36.05244,-10.06463,167.1884,0.1248658,89.97482,-0.0003780892
08.55.18.374752,36.0685,-10.06463,167.1884,0.1248544,89.97493,-0.0003797701
08.55.18.375779,36.08454,-10.06463,167.1885,0.1248387,89.97504,-0.0003844591
08.55.18.379772,36.07475,-10.06463,167.1884,0.1248482,89.97497,-0.000381591
08.55.18.379772,36.07475,-10.06463,167.1884,0.1248482,89.97497,-0.000381591
08.55.18.380736,36.07475,-10.06463,167.1884,0.1248482,89.97497,-0.000381591
08.55.18.805357,36.10056,-10.06463,167.1885,0.1248212,89.97514,-0.000387354
08.55.18.806337,36.11657,-10.06463,167.1885,0.1248079,89.97523,-0.0003884412
08.55.18.807327,36.13256,-10.06463,167.1885,0.1247953,89.97535,-0.0003913294
08.55.18.807327,36.14855,-10.06463,167.1885,0.1247856,89.97545,-0.0003960251
08.55.18.808324,36.16451,-10.06463,167.1885,0.1247814,89.97556,-0.0004001206
08.55.18.809322,36.18045,-10.06463,167.1885,0.1247796,89.97568,-0.0004042094
08.55.18.809322,36.19638,-10.06463,167.1886,0.1247784,89.97579,-0.000404076
08.55.18.810319,36.2123,-10.06463,167.1886,0.1247778,89.97591,-0.0004033156
08.55.18.811316,36.22819,-10.06463,167.1886,0.1247766,89.97604,-0.0003971257
08.55.18.811316,36.24407,-10.06463,167.1886,0.1247718,89.97617,-0.0003897219
08.55.18.812313,36.25994,-10.06463,167.1886,0.1247621,89.97631,-0.0003823114
08.55.18.813311,36.27578,-10.06462,167.1886,0.1247543,89.97645,-0.0003791364
08.55.18.813311,36.29162,-10.06462,167.1886,0.1247519,89.97659,-0.000377749
08.55.18.814308,36.30744,-10.06462,167.1886,0.1247495,89.97674,-0.0003787763
08.55.18.815305,36.32324,-10.06462,167.1886,0.1247483,89.97691,-0.000381004
08.55.18.815305,36.33903,-10.06462,167.1887,0.1247495,89.97705,-0.0003856531
08.55.18.816303,36.3548,-10.06462,167.1887,0.1247514,89.97718,-0.0003257355
08.55.18.820292,36.33992,-10.06462,167.1887,0.1247496,89.97707,-0.0003822447
08.55.18.820292,36.33992,-10.06462,167.1887,0.1247496,89.97707,-0.0003822447
08.55.18.854202,36.37056,-10.06462,167.1887,0.1247544,89.97733,-0.0003696248
08.55.18.855201,36.3863,-10.06463,167.1887,0.1247592,89.97752,-0.0004780677
08.55.18.859188,36.37869,-10.06463,167.1887,0.1247569,89.97743,-0.0004256005
08.55.18.860216,36.37869,-10.06463,167.1887,0.1247569,89.97743,-0.0004256005
08.55.18.870159,36.40202,-10.06463,167.1887,0.1247707,89.9777,-0.0005267462
08.55.18.876143,36.3918,-10.06463,167.1887,0.1247633,89.97758,-0.0004950832
08.55.18.876143,36.3918,-10.06463,167.1887,0.1247633,89.97758,-0.0004950832
08.55.18.887116,36.41773,-10.06463,167.1887,0.1247798,89.9779,-0.0005247119
08.55.18.893098,36.40506,-10.06463,167.1887,0.1247725,89.97775,-0.0005263527
08.55.18.894096,36.40506,-10.06463,167.1887,0.1247725,89.97775,-0.0005263527
08.55.18.905612,36.43343,-10.06463,167.1887,0.1247853,89.97806,-0.000496137
08.55.18.917598,36.41819,-10.06463,167.1887,0.1247799,89.9779,-0.0005238781
08.55.18.918560,36.41819,-10.06463,167.1887,0.1247799,89.9779,-0.0005238781
08.55.18.926539,36.4491,-10.06463,167.1887,0.1247871,89.97823,-0.0004639604
08.55.18.930527,36.43585,-10.06463,167.1887,0.1247855,89.97808,-0.0004911744
08.55.18.931523,36.43585,-10.06463,167.1887,0.1247855,89.97808,-0.0004911744
08.55.18.947483,36.46476,-10.06463,167.1887,0.1247877,89.97838,-0.0004390074
08.55.18.953467,36.45253,-10.06463,167.1887,0.1247872,89.97826,-0.0004584909
08.55.18.954464,36.45253,-10.06463,167.1887,0.1247872,89.97826,-0.0004584909
08.55.18.966430,36.4804,-10.06462,167.1887,0.1247835,89.97853,-0.000420111
08.55.18.971417,36.46676,-10.06463,167.1887,0.1247871,89.97839,-0.0004365995
08.55.18.972415,36.46676,-10.06463,167.1887,0.1247871,89.97839,-0.0004365995
08.55.18.984383,36.49604,-10.06462,167.1888,0.1247727,89.97871,-0.0004090319
08.55.18.990367,36.48069,-10.06462,167.1887,0.1247833,89.97853,-0.0004199042
08.55.18.990367,36.48069,-10.06462,167.1887,0.1247833,89.97853,-0.0004199042
08.55.19.005328,36.49429,-10.06462,167.1888,0.1247738,89.97868,-0.0004102659
08.55.19.006325,36.49429,-10.06462,167.1888,0.1247738,89.97868,-0.0004102659
08.55.19.018291,36.51165,-10.06462,167.1888,0.1247678,89.97888,-0.000403996
08.55.19.023280,36.50731,-10.06462,167.1887,0.1247692,89.97884,-0.0004053967
08.55.19.024277,36.50731,-10.06462,167.1887,0.1247692,89.97884,-0.0004053967
08.55.19.041231,36.52724,-10.06462,167.1888,0.1247642,89.97906,-0.0004025685
08.55.19.046229,36.52539,-10.06462,167.1888,0.1247647,89.97904,-0.0004027353
08.55.19.047217,36.52539,-10.06462,167.1888,0.1247647,89.97904,-0.0004027353
08.55.19.059183,36.54283,-10.06462,167.1888,0.1247619,89.97925,-0.0004035691
08.55.19.065168,36.53922,-10.06462,167.1888,0.1247624,89.9792,-0.0004033223
08.55.19.066220,36.53922,-10.06462,167.1888,0.1247624,89.9792,-0.0004033223
08.55.19.078133,36.5584,-10.06462,167.1888,0.1247607,89.97943,-0.0004045429
08.55.19.084166,36.55417,-10.06462,167.1888,0.124761,89.97939,-0.0004042761
08.55.19.085172,36.55417,-10.06462,167.1888,0.124761,89.97939,-0.0004042761
08.55.19.097083,36.57394,-10.06462,167.1888,0.1247577,89.97961,-0.0004025286
08.55.19.103066,36.56863,-10.06462,167.1888,0.1247586,89.97955,-0.0004032156
08.55.19.104064,36.56863,-10.06462,167.1888,0.1247586,89.97955,-0.0004032156
08.55.19.117029,36.58948,-10.06462,167.1888,0.1247553,89.9798,-0.0004010678
08.55.19.123013,36.58407,-10.06462,167.1888,0.1247561,89.97974,-0.0004015881
08.55.19.124010,36.58407,-10.06462,167.1888,0.1247561,89.97974,-0.0004015881
08.55.19.135979,36.605,-10.06462,167.1888,0.1247553,89.98001,-0.0004008277
08.55.19.142992,36.59885,-10.06462,167.1888,0.1247553,89.97993,-0.0004009344
08.55.19.142992,36.59885,-10.06462,167.1888,0.1247553,89.97993,-0.0004009344
08.55.19.154926,36.62051,-10.06462,167.1888,0.1247535,89.98021,-0.0003999872
08.55.19.161933,36.61332,-10.06462,167.1888,0.1247543,89.98012,-0.0004003941
08.55.19.162933,36.61332,-10.06462,167.1888,0.1247543,89.98012,-0.0004003941
08.55.19.176873,36.636,-10.06462,167.1888,0.1247535,89.98042,-0.0004009677
08.55.19.183881,36.63091,-10.06462,167.1888,0.1247535,89.98035,-0.0004006476
08.55.19.184880,36.63091,-10.06462,167.1888,0.1247535,89.98035,-0.0004006476
08.55.19.195819,36.65147,-10.06462,167.1888,0.1247524,89.98061,-0.0004019283
