08.55.19.202800,36.64566,-10.06462,167.1888,0.1247528,89.98054,-0.0004015681
08.55.19.203868,36.64566,-10.06462,167.1888,0.1247528,89.98054,-0.0004015681
08.55.19.214767,36.66693,-10.06462,167.1889,0.124753,89.98082,-0.0004010745
08.55.19.221748,36.66042,-10.06462,167.1889,0.1247527,89.98073,-0.0004014413
08.55.19.222746,36.66042,-10.06462,167.1889,0.1247527,89.98073,-0.0004014413
08.55.19.234744,36.68238,-10.06462,167.1889,0.1247512,89.98103,-0.0003978127
08.55.19.247705,36.67587,-10.06462,167.1889,0.1247519,89.98094,-0.0003992001
08.55.19.247705,36.67587,-10.06462,167.1889,0.1247519,89.98094,-0.0003992001
08.55.19.267627,36.69781,-10.06462,167.1889,0.1247482,89.98121,-0.0003317986
08.55.19.268624,36.71322,-10.06462,167.1889,0.1247476,89.9814,-0.000304391
08.55.19.272651,36.70055,-10.06462,167.1889,0.1247481,89.98124,-0.0003269161
08.55.19.273644,36.70055,-10.06462,167.1889,0.1247481,89.98124,-0.0003269161
08.55.19.283583,36.72861,-10.06462,167.1889,0.124741,89.98162,-0.0003131823
08.55.19.290565,36.71339,-10.06462,167.1889,0.1247476,89.9814,-0.0003044844
08.55.19.290565,36.71339,-10.06462,167.1889,0.1247476,89.9814,-0.0003044844
08.55.19.307519,36.72704,-10.06462,167.1889,0.1247417,89.98159,-0.0003122884
08.55.19.308525,36.72704,-10.06462,167.1889,0.1247417,89.98159,-0.0003122884
08.55.19.324474,36.744,-10.06462,167.1889,0.1247356,89.98184,-0.000335267
08.55.19.325471,36.75937,-10.06462,167.1889,0.1247308,89.98207,-0.0003615406
08.55.19.330459,36.74464,-10.06462,167.1889,0.1247353,89.98184,-0.0003363676
08.55.19.330459,36.74464,-10.06462,167.1889,0.1247353,89.98184,-0.0003363676
08.55.19.343423,36.77472,-10.06462,167.1889,0.124732,89.9823,-0.0003805905
08.55.19.349407,36.75938,-10.06462,167.1889,0.1247308,89.98207,-0.0003615673
08.55.19.350404,36.75938,-10.06462,167.1889,0.1247308,89.98207,-0.0003615673
08.55.19.366394,36.77271,-10.06462,167.1889,0.1247318,89.98227,-0.0003780892
08.55.19.367388,36.77271,-10.06462,167.1889,0.1247318,89.98227,-0.0003780892
08.55.19.378329,36.79005,-10.06462,167.1889,0.1247387,89.98252,-0.0003954115
08.55.19.384324,36.78574,-10.06462,167.1889,0.1247368,89.98246,-0.0003912427
08.55.19.384324,36.78574,-10.06462,167.1889,0.1247368,89.98246,-0.0003912427
08.55.19.395284,36.80537,-10.06462,167.189,0.1247477,89.98274,-0.0004042094
08.55.19.401269,36.79915,-10.06462,167.189,0.1247441,89.98266,-0.0004006409
08.55.19.402265,36.79915,-10.06462,167.189,0.1247441,89.98266,-0.0004006409
08.55.19.413236,36.82067,-10.06462,167.189,0.1247526,89.98296,-0.0004099857
08.55.19.419220,36.81253,-10.06462,167.1889,0.12475,89.98284,-0.0004069241
08.55.19.420219,36.81253,-10.06462,167.1889,0.12475,89.98284,-0.0004069241
08.55.19.439167,36.83596,-10.06462,167.189,0.1247526,89.98317,-0.0004109395
08.55.19.443156,36.83261,-10.06462,167.189,0.1247526,89.98312,-0.0004107328
08.55.19.444153,36.83261,-10.06462,167.189,0.1247526,89.98312,-0.0004107328

