Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
08.58.00.438671,-115.8948,-10.06539,166.9159,0.0960222,90.00085,359.9824
08.58.00.460612,-115.8941,-10.06676,166.9162,0.1229077,89.99995,-0.002764059
08.58.00.461609,-115.8944,-10.06625,166.9161,0.1121719,90.00031,359.9913
08.58.00.476569,-115.8939,-10.06721,166.9164,0.1345781,89.99956,0.003413256
08.58.00.477569,-115.8941,-10.06676,166.9162,0.1231117,89.99994,-0.002656089
08.58.00.494521,-115.8939,-10.06715,166.9163,0.1330972,89.99961,0.00262941
08.58.00.511475,-115.8937,-10.06741,166.9164,0.1415041,89.99936,0.00673676
08.58.00.512489,-115.8937,-10.06741,166.9164,0.1415041,89.99936,0.00673676
08.58.00.528430,-115.8936,-10.06756,166.9165,0.1486947,89.99915,0.009941881
08.58.00.529427,-115.8936,-10.06756,166.9165,0.1486947,89.99915,0.009941881
08.58.00.546382,-115.8935,-10.0676,166.9166,0.1542123,89.999,0.01200301
08.58.00.567326,-115.8934,-10.06744,166.9166,0.160664,89.99887,0.01315075
08.58.00.568348,-115.8934,-10.06751,166.9166,0.159163,89.99889,0.0130673
08.58.00.568348,-115.8934,-10.06751,166.9166,0.159163,89.99889,0.0130673
08.58.00.585278,-115.8935,-10.06737,166.9166,0.162359,89.99891,0.01275218
08.58.00.600238,-115.8937,-10.06694,166.9166,0.1651672,89.99928,0.009980167
08.58.00.601236,-115.8936,-10.06719,166.9166,0.1653229,89.99904,0.0116141
08.58.00.618190,-115.8937,-10.06645,166.9165,0.158251,89.99892,0.007223086
08.58.00.619187,-115.8937,-10.06691,166.9166,0.1648756,89.99926,0.009863921
08.58.00.634148,-115.8937,-10.06651,166.9165,0.1591031,89.99896,0.007562783
08.58.00.653096,-115.8938,-10.06611,166.9165,0.1543311,89.99874,0.005021961
08.58.00.653096,-115.8938,-10.06611,166.9165,0.1543311,89.99874,0.005021961
08.58.00.673043,-115.8937,-10.06556,166.9164,0.1447438,89.99857,0.002059228
08.58.00.673043,-115.8937,-10.06556,166.9164,0.1447438,89.99857,0.002059228
08.58.00.691011,-115.8936,-10.06513,166.9164,0.1375643,89.99843,-0.0002374031
08.58.00.691011,-115.8936,-10.06513,166.9164,0.1375643,89.99843,-0.0002374031
08.58.00.707949,-115.8935,-10.06473,166.9163,0.1303453,89.99809,-0.002140963
08.58.00.723909,-115.8928,-10.06395,166.9164,0.1118293,89.99407,-0.004684891
08.58.00.724908,-115.8932,-10.0643,166.9164,0.1207407,89.99651,-0.003723788
08.58.00.739864,-115.892,-10.06342,166.9164,0.09652258,89.99387,-0.005265243
08.58.00.741859,-115.8927,-10.06385,166.9164,0.1089239,89.99404,-0.004795048
08.58.00.756818,-115.8909,-10.06289,166.9163,0.07948162,89.99491,-0.005508216
08.58.00.758814,-115.892,-10.0634,166.9164,0.09587074,89.9939,-0.005274537
08.58.00.774771,-115.891,-10.06295,166.9163,0.081387,89.99479,-0.005481032
08.58.00.791725,-115.8897,-10.06253,166.9163,0.06691851,89.99675,-0.005269908
