Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
11.45.11.241694,-115.8941,-10.06676,166.9162,0.1229077,89.99995,-0.002764059
11.45.11.245682,-115.8941,-10.06676,166.9162,0.1229077,89.99995,-0.002764059
11.45.11.247677,-115.8943,-10.06633,166.9161,0.1138449,90.00026,359.9922
11.45.11.257650,-115.8939,-10.06721,166.9164,0.1345781,89.99956,0.003413256
11.45.11.260646,-115.8941,-10.06683,166.9162,0.1248729,89.99989,-0.001723839
11.45.11.275633,-115.8937,-10.06749,166.9165,0.1443842,89.99928,0.0081188
11.45.11.277598,-115.8939,-10.06722,166.9164,0.1349011,89.99955,0.00356827
11.45.11.293555,-115.8937,-10.06746,166.9165,0.1432221,89.99931,0.007561143
11.45.11.310161,-115.8936,-10.06758,166.9165,0.149877,89.99911,0.01044194
11.45.11.310161,-115.8936,-10.06758,166.9165,0.149877,89.99911,0.01044194
11.45.11.327136,-115.8935,-10.0676,166.9166,0.1550415,89.99897,0.01224842
11.45.11.327136,-115.8935,-10.0676,166.9166,0.1550415,89.99897,0.01224842
11.45.11.344078,-115.8934,-10.06753,166.9166,0.1587035,89.99889,0.01304175
11.45.11.359056,-115.8934,-10.06718,166.9166,0.1616843,89.99889,0.01206776
11.45.11.360028,-115.8934,-10.06738,166.9166,0.1608833,89.99887,0.01291795
11.45.11.374988,-115.8935,-10.06683,166.9166,0.1607618,89.99895,0.0101167
11.45.11.376986,-115.8934,-10.06716,166.9166,0.1616388,89.99889,0.01197143
11.45.11.408422,-115.8936,-10.06644,166.9165,0.1581779,89.9991,0.007482341
11.45.11.410401,-115.8935,-10.06655,166.9165,0.1589019,89.99907,0.008220491
11.45.11.410401,-115.8935,-10.06655,166.9165,0.1589019,89.99907,0.008220491
11.45.11.427356,-115.8936,-10.06621,166.9165,0.1562216,89.99921,0.005849045
11.45.11.427356,-115.8936,-10.06621,166.9165,0.1562216,89.99921,0.005849045
11.45.11.444311,-115.8938,-10.06587,166.9164,0.1535918,89.99931,0.003402153
11.45.11.459275,-115.894,-10.0652,166.9162,0.1456073,90.00345,-0.0008120413
