Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
10.55.33.829291,-115.8947,-10.06564,166.916,0.1006505,90.00069,359.985
10.55.33.844252,-115.8941,-10.06676,166.9162,0.1229077,89.99995,-0.002764059
10.55.33.847244,-115.8944,-10.06626,166.9161,0.1122967,90.0003,359.9914
10.55.33.861219,-115.8936,-10.06703,166.9164,0.1264128,89.9996,0.003412628
10.55.33.863201,-115.8941,-10.06676,166.9162,0.1230019,89.99994,-0.002598072
10.55.33.878162,-115.8937,-10.06699,166.9163,0.1259244,89.99965,0.002551922
10.55.33.896112,-115.8928,-10.06691,166.9164,0.1192568,89.99825,0.006707706
10.55.33.897109,-115.8928,-10.06691,166.9164,0.1192568,89.99825,0.006707706
10.55.33.913069,-115.8915,-10.06658,166.9165,0.1056091,89.99873,0.009881246
10.55.33.913069,-115.8915,-10.06658,166.9165,0.1056091,89.99873,0.009881246
10.55.33.930022,-115.8897,-10.06604,166.9165,0.08592933,90.00292,0.0121751
10.55.33.944535,-115.8841,-10.0644,166.9163,0.03093533,90.01537,0.01340715
10.55.33.945534,-115.8872,-10.06529,166.9164,0.06045032,90.00985,0.01340989
10.55.33.961495,-115.879,-10.06316,166.9163,359.992,90.01366,0.01171768
10.55.33.963484,-115.8837,-10.06429,166.9163,0.02750103,90.01521,0.01325798
10.55.33.979442,-115.8794,-10.06325,166.9163,-0.005231453,90.01377,0.01183664
10.55.33.996396,-115.8741,-10.06213,166.9163,359.9607,90.01015,0.009859325
10.55.33.997395,-115.8741,-10.06213,166.9163,359.9607,90.01015,0.009859325
10.55.34.013351,-115.868,-10.06105,166.9163,359.9291,90.00852,0.007663151
10.55.34.013351,-115.868,-10.06105,166.9163,359.9291,90.00852,0.007663151
10.55.34.030306,-115.8611,-10.05998,166.9163,359.8988,90.00703,0.005311897
10.55.34.045268,-115.8457,-10.05809,166.9164,359.8463,89.99822,0.0006903051
10.55.34.047261,-115.8533,-10.05895,166.9163,359.8698,90.00359,0.002866872
10.55.34.062236,-115.8341,-10.05708,166.9166,359.8191,89.98763,-0.00184951
10.55.34.063219,-115.8446,-10.058,166.9164,359.8436,89.9972,0.000446025
10.55.34.080173,-115.8349,-10.05715,166.9166,359.821,89.98839,-0.001670583
10.55.34.097133,-115.8243,-10.05642,166.9165,359.8022,89.9882,-0.002860252
10.55.34.097133,-115.8243,-10.05642,166.9165,359.8022,89.9882,-0.002860252
10.55.34.114083,-115.8129,-10.0558,166.9165,359.786,89.98682,-0.003929453
10.55.34.115079,-115.8129,-10.0558,166.9165,359.786,89.98682,-0.003929453
10.55.34.133032,-115.7986,-10.05523,166.9166,359.7719,89.98409,-0.004790949
10.55.34.133032,-115.7986,-10.05523,166.9166,359.7719,89.98409,-0.004790949
10.55.34.149986,-115.7852,-10.05487,166.9166,359.7638,89.98323,-0.005063347
10.55.34.164947,-115.7576,-10.05447,166.9167,359.7552,89.9806,-0.005067407
10.55.34.166941,-115.771,-10.05462,166.9166,359.7585,89.98309,-0.005063322
10.55.34.182899,-115.7385,-10.05437,166.9167,359.7526,89.97885,-0.004468158
10.55.34.184893,-115.7556,-10.05446,166.9167,359.7549,89.98042,-0.005007162
10.55.34.199853,-115.7398,-10.05437,166.9167,359.7528,89.97897,-0.004507753
10.55.34.216807,-115.7229,-10.05434,166.9167,359.7514,89.97855,-0.003674703
10.55.34.216807,-115.7229,-10.05434,166.9167,359.7514,89.97855,-0.003674703
10.55.34.232765,-115.7051,-10.0544,166.9168,359.7529,89.97775,-0.002855379
10.55.34.233762,-115.7051,-10.0544,166.9168,359.7529,89.97775,-0.002855379
10.55.34.250716,-115.6862,-10.05455,166.9168,359.7571,89.97704,-0.002031093
10.55.34.266681,-115.6497,-10.05497,166.9169,359.7688,89.97662,-0.0005933108
10.55.34.267672,-115.6667,-10.05477,166.9169,359.763,89.97672,-0.001232086
10.55.34.282632,-115.6246,-10.0553,166.9169,359.7771,89.97668,0.000222403
10.55.34.283629,-115.6466,-10.05501,166.9169,359.7698,89.97663,-0.0004922444
10.55.34.300583,-115.6249,-10.05529,166.9169,359.7769,89.97668,0.0002099231
10.55.34.317538,-115.603,-10.05555,166.9169,359.7829,89.97676,0.000699559
10.55.34.318535,-115.603,-10.05555,166.9169,359.7829,89.97676,0.000699559
10.55.34.335515,-115.5793,-10.0558,166.9169,359.7879,89.97684,0.001080878
10.55.34.335515,-115.5793,-10.0558,166.9169,359.7879,89.97684,0.001080878
10.55.34.352444,-115.5556,-10.05604,166.9169,359.7927,89.97691,0.001286418
10.55.34.352444,-115.5556,-10.05604,166.9169,359.7927,89.97691,0.001286418
10.55.34.369408,-115.5304,-10.05627,166.9169,359.7973,89.97698,0.001310944
10.55.34.384359,-115.4803,-10.05665,166.917,359.8045,89.97706,0.001052669
10.55.34.385356,-115.5051,-10.05647,166.917,359.801,89.97703,0.001193322
10.55.34.401313,-115.4479,-10.05684,166.917,359.808,89.97711,0.0007180943
10.55.34.402310,-115.479,-10.05666,166.917,359.8047,89.97707,0.001038542
10.55.34.418268,-115.4519,-10.05682,166.917,359.8076,89.97711,0.0007594226
10.55.34.436221,-115.424,-10.05695,166.917,359.8102,89.97717,0.0004103805
10.55.34.436221,-115.424,-10.05695,166.917,359.8102,89.97717,0.0004103805
10.55.34.452177,-115.3954,-10.05706,166.917,359.8125,89.97723,7.958814E-05
10.55.34.452177,-115.3954,-10.05706,166.917,359.8125,89.97723,7.958814E-05
10.55.34.469132,-115.3659,-10.05715,166.917,359.8145,89.97728,-0.0002065743
10.55.34.484093,-115.3064,-10.05727,166.917,359.8178,89.97732,-0.0005669152
10.55.34.486087,-115.3357,-10.05722,166.917,359.8163,89.9773,-0.0004311246
10.55.34.502045,-115.2682,-10.05731,166.917,359.8195,89.97733,-0.0007072949
10.55.34.503041,-115.3042,-10.05727,166.917,359.8179,89.97732,-0.0005752328
10.55.34.519003,-115.2718,-10.05731,166.917,359.8194,89.97733,-0.0006942415
10.55.34.536951,-115.2386,-10.05733,166.9171,359.8207,89.97733,-0.0007918188
10.55.34.536951,-115.2386,-10.05733,166.9171,359.8207,89.97733,-0.0007918188
10.55.34.553908,-115.2046,-10.05733,166.9171,359.8221,89.97734,-0.0008629758
10.55.34.553908,-115.2046,-10.05733,166.9171,359.8221,89.97734,-0.0008629758
10.55.34.570860,-115.1699,-10.05734,166.9171,359.8234,89.97734,-0.0009005421
10.55.34.585820,-115.1044,-10.05733,166.9171,359.826,89.97737,-0.0008787973
10.55.34.587815,-115.1343,-10.05733,166.9171,359.8248,89.97736,-0.0009014957
10.55.34.602775,-115.0607,-10.05733,166.9171,359.828,89.97736,-0.0008049186
10.55.34.604769,-115.0981,-10.05733,166.9171,359.8264,89.97737,-0.0008681917
10.55.34.620726,-115.061,-10.05733,166.9171,359.828,89.97736,-0.0008054655
10.55.34.637681,-115.0238,-10.05733,166.9171,359.8299,89.97736,-0.0007230961
10.55.34.638679,-115.0238,-10.05733,166.9171,359.8299,89.97736,-0.0007230961
10.55.34.654637,-114.9859,-10.05734,166.9171,359.832,89.97736,-0.0006337495
10.55.34.654637,-114.9859,-10.05734,166.9171,359.832,89.97736,-0.0006337495
10.55.34.671590,-114.9472,-10.05736,166.9171,359.8344,89.97734,-0.0005451767
10.55.34.687548,-114.8757,-10.05742,166.9172,359.8391,89.97735,-0.0004024624
10.55.34.688547,-114.9075,-10.05739,166.9172,359.8369,89.97734,-0.0004623936
10.55.34.703505,-114.8269,-10.05748,166.9172,359.8428,89.97735,-0.0003270766
10.55.34.705500,-114.8669,-10.05743,166.9172,359.8398,89.97735,-0.0003889087
10.55.34.721458,-114.7772,-10.05755,166.9172,359.8468,89.97736,-0.0002783045
10.55.34.722455,-114.8254,-10.05748,166.9172,359.8429,89.97735,-0.0003255825
10.55.34.738412,-114.7833,-10.05755,166.9172,359.8463,89.97736,-0.0002843143
10.55.34.756364,-114.7404,-10.05762,166.9172,359.8499,89.97735,-0.0002608955
10.55.34.756364,-114.7404,-10.05762,166.9172,359.8499,89.97735,-0.0002608955
10.55.34.772322,-114.6977,-10.0577,166.9172,359.8535,89.97736,-0.0002507701
10.55.34.772322,-114.6977,-10.0577,166.9172,359.8535,89.97736,-0.0002507701
10.55.34.790273,-114.6529,-10.0578,166.9172,359.8575,89.97736,-0.0002516106
10.55.34.805257,-114.5691,-10.05799,166.9173,359.8652,89.97738,-0.0002757163
10.55.34.807228,-114.6081,-10.0579,166.9173,359.8616,89.97738,-0.0002618158
10.55.34.822193,-114.5148,-10.05812,166.9173,359.8703,89.97741,-0.0003080663
10.55.34.823187,-114.5628,-10.058,166.9173,359.8658,89.97738,-0.0002794849
10.55.34.840141,-114.5167,-10.05812,166.9173,359.8701,89.97741,-0.0003069458
10.55.34.858111,-114.4701,-10.05824,166.9173,359.8745,89.97741,-0.0003363142
10.55.34.858111,-114.4701,-10.05824,166.9173,359.8745,89.97741,-0.0003363142
10.55.34.875047,-114.4228,-10.05836,166.9173,359.8788,89.97743,-0.000366183
10.55.34.875047,-114.4228,-10.05836,166.9173,359.8788,89.97743,-0.000366183
10.55.34.893997,-114.3675,-10.0585,166.9173,359.8839,89.97747,-0.0003962518
10.55.34.894993,-114.3675,-10.0585,166.9173,359.8839,89.97747,-0.0003962518
10.55.34.911954,-114.3192,-10.05862,166.9173,359.8877,89.97749,-0.0004172593
10.55.34.926910,-114.231,-10.05875,166.9174,359.8916,89.97752,-0.0004461308
10.55.34.927906,-114.271,-10.0587,166.9173,359.8904,89.97752,-0.0004343448
10.55.34.943864,-114.1716,-10.05875,166.9174,359.8904,89.97756,-0.0005195689
10.55.34.944860,-114.2207,-10.05875,166.9174,359.8914,89.97754,-0.0004589509
10.55.34.960822,-114.1112,-10.05862,166.9172,359.886,89.98277,0.005909652
10.55.34.962812,-114.1711,-10.05875,166.9174,359.8903,89.97762,-0.0004638834
10.55.34.977773,-114.1207,-10.05864,166.9173,359.8867,89.98194,0.004905122
10.55.34.995724,-114.0687,-10.05836,166.9167,359.881,89.99846,0.02278579
10.55.34.995724,-114.0687,-10.05836,166.9167,359.881,89.99846,0.02278579
10.55.35.011681,-114.0172,-10.05794,166.9156,359.8737,90.03059,0.05173184
10.55.35.012682,-114.0172,-10.05794,166.9156,359.8737,90.03059,0.05173184
10.55.35.029633,-113.965,-10.0574,166.9139,359.8655,90.08094,0.08965695
10.55.35.045598,-113.8609,-10.05635,166.9081,359.8558,90.23734,0.1784843
10.55.35.047585,-113.9063,-10.05677,166.9109,359.8579,90.16088,0.1386979
10.55.35.062546,-113.797,-10.05602,166.9026,359.8648,90.37633,0.2339843
10.55.35.063543,-113.8532,-10.05631,166.9074,359.8569,90.25419,0.1852072
10.55.35.080498,-113.7999,-10.05603,166.9028,359.8644,90.37008,0.2314922
10.55.35.097452,-113.7465,-10.05616,166.8974,359.8814,90.49763,0.2575613
10.55.35.097452,-113.7465,-10.05616,166.8974,359.8814,90.49763,0.2575613
10.55.35.113409,-113.6931,-10.05665,166.8917,359.905,90.62522,0.2605621
10.55.35.114406,-113.6931,-10.05665,166.8917,359.905,90.62522,0.2605621
10.55.35.130364,-113.6397,-10.0575,166.8857,359.9337,90.74654,0.2403361
10.55.35.146208,-113.5408,-10.05977,166.8747,-0.004813543,90.94083,0.1507267
10.55.35.147193,-113.5863,-10.05863,166.8797,359.966,90.8567,0.1989909
10.55.35.163150,-113.4769,-10.06157,166.8683,0.03670694,91.03278,0.06521619
10.55.35.164147,-113.533,-10.05999,166.874,0.0002195065,90.95199,0.1403426
10.55.35.181101,-113.413,-10.06342,166.8628,0.07617404,91.09599,359.9723
10.55.35.182099,-113.473,-10.06169,166.868,0.03908468,91.03658,0.05960696
10.55.35.200051,-113.4148,-10.06337,166.863,0.0750891,91.09425,359.9748
10.55.35.218002,-113.3616,-10.06479,166.8592,0.1047606,91.12675,359.9036
10.55.35.218002,-113.3616,-10.06479,166.8592,0.1047606,91.12675,359.9036
10.55.35.234957,-113.3076,-10.06603,166.8561,0.1312857,91.1469,359.8449
10.55.35.234957,-113.3076,-10.06603,166.8561,0.1312857,91.1469,359.8449
10.55.35.250915,-113.2547,-10.06701,166.8536,0.1533197,91.15717,359.8039
10.55.35.266879,-113.1589,-10.06813,166.8504,0.1831099,91.16067,359.7729
10.55.35.267869,-113.2019,-10.06772,166.8517,0.1712005,91.1608,359.7807
10.55.35.282829,-113.0956,-10.06836,166.8492,0.1945314,91.15639,359.785
10.55.35.284824,-113.1491,-10.06816,166.8503,0.1848789,91.16,359.7748
10.55.35.301794,-113.0325,-10.06827,166.8484,0.1998754,91.15011,359.815
10.55.35.303776,-113.0899,-10.06835,166.8491,0.1950195,91.15582,359.7878
10.55.35.319753,-113.036,-10.06828,166.8485,0.1995762,91.15045,359.8133
10.55.35.337683,-112.9826,-10.06795,166.848,0.1967907,91.14471,359.8474
10.55.35.337683,-112.9826,-10.06795,166.848,0.1967907,91.14471,359.8474
10.55.35.353639,-112.9297,-10.0674,166.8477,0.1863033,91.13921,359.8846
10.55.35.353639,-112.9297,-10.0674,166.8477,0.1863033,91.13921,359.8846
10.55.35.370595,-112.8765,-10.06664,166.8474,0.1677063,91.13417,359.9225
10.55.35.386554,-112.7768,-10.06478,166.8467,0.1127576,91.12656,359.9875
10.55.35.387566,-112.8229,-10.0657,166.847,0.1409976,91.12979,359.9588
10.55.35.403510,-112.7106,-10.06329,166.8461,0.06277686,91.12324,0.02029345
10.55.35.404504,-112.7682,-10.06459,166.8466,0.1062562,91.12612,359.9918
10.55.35.420461,-112.7131,-10.06335,166.8461,0.06460412,91.12336,0.01909435
10.55.35.438465,-112.6546,-10.06194,166.8455,0.01428325,91.12151,0.03985381
10.55.35.438465,-112.6546,-10.06194,166.8455,0.01428325,91.12151,0.03985381
10.55.35.454420,-112.5973,-10.06052,166.8447,359.9617,91.12052,0.05328709
10.55.35.454420,-112.5973,-10.06052,166.8447,359.9617,91.12052,0.05328709
10.55.35.471375,-112.5387,-10.05908,166.8438,359.9065,91.12017,0.06079552
10.55.35.487333,-112.43,-10.05651,166.8417,359.8049,91.1208,0.0615682
10.55.35.488329,-112.4789,-10.05765,166.8427,359.8502,91.12035,0.06289698
10.55.35.503296,-112.3549,-10.0549,166.8402,359.7396,91.12194,0.05398362
10.55.35.505284,-112.4169,-10.05623,166.8415,359.7935,91.12099,0.06024767
10.55.35.521241,-112.2776,-10.05341,166.8385,359.679,91.12337,0.04277129
10.55.35.522238,-112.3534,-10.05487,166.8401,359.7385,91.12198,0.05376999
10.55.35.538210,-112.289,-10.05363,166.8387,359.6879,91.12317,0.04442032
10.55.35.555150,-112.2231,-10.0525,166.8373,359.6415,91.12439,0.03387947
10.55.35.555150,-112.2231,-10.0525,166.8373,359.6415,91.12439,0.03387947
10.55.35.572105,-112.1557,-10.05149,166.8358,359.5998,91.12556,0.02302183
10.55.35.572105,-112.1557,-10.05149,166.8358,359.5998,91.12556,0.02302183
10.55.35.589060,-112.0862,-10.05058,166.8342,359.5628,91.12667,0.01246066
