Timestamp,x_POS,y_POS,z_POS,x_ANGLE,y_ANGLE,z_ANGLE
11.51.05.973708,-115.8947,-10.06552,166.9159,0.0984642,90.00078,359.9838
11.51.06.000705,-115.8941,-10.06676,166.9162,0.1229077,89.99995,-0.002764059
11.51.06.004706,-115.8942,-10.06653,166.9162,0.1180594,90.00011,-0.005435668
11.51.06.004706,-115.8942,-10.06653,166.9162,0.1180594,90.00011,-0.005435668
11.51.06.019705,-115.894,-10.06699,166.9163,0.1289072,89.99974,0.0004116066
11.51.06.019705,-115.894,-10.06699,166.9163,0.1289072,89.99974,0.0004116066
11.51.06.035704,-115.8938,-10.0673,166.9164,0.1379855,89.99947,0.005048344
11.51.06.051704,-115.8935,-10.06761,166.9165,0.1520659,89.99905,0.01136767
11.51.06.052703,-115.8937,-10.06751,166.9165,0.1457971,89.99923,0.008716376
11.51.06.068702,-115.8934,-10.06759,166.9166,0.1574945,89.99892,0.01297453
11.51.06.069701,-115.8935,-10.06761,166.9165,0.1522468,89.99905,0.01142122
11.51.06.085700,-115.8935,-10.06759,166.9166,0.1568636,89.99894,0.01278779
11.51.06.102699,-115.8934,-10.06748,166.9166,0.1597673,89.99888,0.01310089
11.51.06.103699,-115.8934,-10.06748,166.9166,0.1597673,89.99888,0.01310089
11.51.06.119699,-115.8934,-10.06729,166.9166,0.1612256,89.99888,0.01255464
11.51.06.119699,-115.8934,-10.06729,166.9166,0.1612256,89.99888,0.01255464
11.51.06.136697,-115.8934,-10.06704,166.9166,0.1613303,89.99891,0.01131893
11.51.06.151697,-115.8936,-10.06644,166.9165,0.1581779,89.9991,0.007482341
11.51.06.153697,-115.8935,-10.06675,166.9165,0.1602008,89.99899,0.009544645
11.51.06.169695,-115.8937,-10.06601,166.9164,0.1542737,89.99928,0.004544353
11.51.06.170695,-115.8936,-10.0664,166.9165,0.1578532,89.99911,0.007237987
11.51.06.186694,-115.8937,-10.06604,166.9164,0.1545338,89.99927,0.004740068
11.51.06.209693,-115.8939,-10.06516,166.9163,0.1438814,89.99966,-0.0009319768
11.51.06.210693,-115.8939,-10.06516,166.9163,0.1438814,89.99966,-0.0009319768
11.51.06.211693,-115.8938,-10.06554,166.9164,0.1488755,89.99948,0.001410779
11.51.06.226694,-115.8939,-10.0652,166.9163,0.1442846,89.99963,-0.0007428587
11.51.06.244690,-115.894,-10.06487,166.9163,0.1394736,89.99976,-0.002473003
11.51.06.244690,-115.894,-10.06487,166.9163,0.1394736,89.99976,-0.002473003
11.51.06.260690,-115.8941,-10.06457,166.9162,0.1346542,89.99987,-0.003832587
11.51.06.260690,-115.8941,-10.06457,166.9162,0.1346542,89.99987,-0.003832587
11.51.06.277689,-115.8942,-10.0643,166.9162,0.1299401,89.99995,-0.004789195
11.51.06.293688,-115.8944,-10.0639,166.9162,0.1219014,90.00001,-0.005662372
11.51.06.294688,-115.8943,-10.06406,166.9162,0.1254407,90,-0.005373263
11.51.06.309687,-115.8945,-10.06372,166.9162,0.1176579,89.99999,-0.005452964
11.51.06.311687,-115.8944,-10.06388,166.9162,0.1214072,90.00001,-0.005637986
11.51.06.327686,-115.8945,-10.06372,166.9162,0.11773,89.99999,-0.005456519
11.51.06.344685,-115.8945,-10.06363,166.9162,0.1148556,89.99997,-0.004975982
11.51.06.345685,-115.8945,-10.06363,166.9162,0.1148556,89.99997,-0.004975982
11.51.06.361684,-115.8946,-10.06357,166.9162,0.112566,89.99992,-0.004227868
11.51.06.361684,-115.8946,-10.06357,166.9162,0.112566,89.99992,-0.004227868
11.51.06.378683,-115.8946,-10.06355,166.9162,0.1108616,89.99987,-0.00329136
11.51.06.394682,-115.8946,-10.06359,166.9163,0.1091731,89.99969,-0.001315614
11.51.06.395682,-115.8946,-10.06356,166.9163,0.1097216,89.99978,-0.002212138
11.51.06.411680,-115.8946,-10.06367,166.9163,0.1091302,89.99962,-0.0002380899
11.51.06.412681,-115.8946,-10.0636,166.9163,0.1091653,89.99969,-0.001118639
11.51.06.427679,-115.8946,-10.06379,166.9163,0.1097732,89.99958,0.0006124969
11.51.06.429680,-115.8946,-10.06367,166.9163,0.1091406,89.99962,-0.0002243827
11.51.06.444679,-115.8946,-10.06377,166.9163,0.1096764,89.99958,0.0004844407
11.51.06.462678,-115.8946,-10.06388,166.9163,0.110594,89.99957,0.001039161
11.51.06.462678,-115.8946,-10.06388,166.9163,0.110594,89.99957,0.001039161
11.51.06.478677,-115.8945,-10.064,166.9163,0.1118187,89.99958,0.001432722
11.51.06.479677,-115.8945,-10.064,166.9163,0.1118187,89.99958,0.001432722
11.51.06.495676,-115.8945,-10.06413,166.9163,0.1132895,89.9996,0.001663364
11.51.06.511675,-115.8944,-10.06438,166.9163,0.1166634,89.99962,0.001664849
11.51.06.512675,-115.8945,-10.06426,166.9163,0.1149407,89.9996,0.001735845
11.51.06.527674,-115.8944,-10.06452,166.9163,0.1188217,89.99964,0.001326227
11.51.06.529674,-115.8944,-10.06438,166.9163,0.1166984,89.99961,0.001659352
11.51.06.544673,-115.8944,-10.0645,166.9163,0.1184969,89.99964,0.00137716
11.51.06.562672,-115.8943,-10.06461,166.9163,0.1202561,89.99967,0.0009885852
11.51.06.562672,-115.8943,-10.06461,166.9163,0.1202561,89.99967,0.0009885852
11.51.06.579671,-115.8943,-10.06471,166.9163,0.1219533,89.9997,0.0005710291
11.51.06.579671,-115.8943,-10.06471,166.9163,0.1219533,89.9997,0.0005710291
11.51.06.595670,-115.8942,-10.06479,166.9163,0.1234891,89.9997,0.000200077
11.51.06.611668,-115.8942,-10.06491,166.9163,0.1260356,89.9997,-0.0004225789
11.51.06.612669,-115.8942,-10.06486,166.9163,0.1248707,89.9997,-0.0001207492
11.51.06.628670,-115.8942,-10.06495,166.9163,0.1271705,89.99969,-0.0007654765
11.51.06.629668,-115.8942,-10.06491,166.9163,0.126072,89.9997,-0.0004335779
11.51.06.645667,-115.8942,-10.06494,166.9163,0.1270179,89.99969,-0.0007193326
11.51.06.662666,-115.8942,-10.06496,166.9163,0.1277325,89.99968,-0.0009544747
11.51.06.662666,-115.8942,-10.06496,166.9163,0.1277325,89.99968,-0.0009544747
11.51.06.679665,-115.8942,-10.06496,166.9163,0.1282344,89.99967,-0.001089938
11.51.06.679665,-115.8942,-10.06496,166.9163,0.1282344,89.99967,-0.001089938
11.51.06.695664,-115.8942,-10.06495,166.9163,0.1285338,89.99969,-0.001175996
11.51.06.711663,-115.8942,-10.06491,166.9163,0.1285808,89.99972,-0.001247166
11.51.06.712663,-115.8942,-10.06494,166.9163,0.1286422,89.99969,-0.001243818
11.51.06.728662,-115.8942,-10.06487,166.9163,0.1282663,89.99974,-0.001155999
11.51.06.729662,-115.8942,-10.06491,166.9162,0.1285706,89.99972,-0.001244211
11.51.06.745661,-115.8942,-10.06487,166.9163,0.1283085,89.99974,-0.001168219
11.51.06.762660,-115.8942,-10.06483,166.9163,0.1279159,89.99974,-0.001044568
11.51.06.762660,-115.8942,-10.06483,166.9163,0.1279159,89.99974,-0.001044568
11.51.06.779659,-115.8942,-10.06479,166.9162,0.1274196,89.99974,-0.0008895608
11.51.06.779659,-115.8942,-10.06479,166.9162,0.1274196,89.99974,-0.0008895608
11.51.06.796658,-115.8942,-10.06474,166.9162,0.1268371,89.99974,-0.0007405237
11.51.06.812658,-115.8942,-10.06466,166.9163,0.125625,89.99974,-0.000418917
11.51.06.813657,-115.8942,-10.0647,166.9163,0.1262092,89.99975,-0.0005975096
11.51.06.829655,-115.8943,-10.06461,166.9163,0.1248716,89.99973,-0.0002209144
11.51.06.830656,-115.8942,-10.06465,166.9162,0.1255636,89.99974,-0.0004027553
11.51.06.846655,-115.8943,-10.06461,166.9163,0.1249357,89.99973,-0.0002377765
11.51.06.863654,-115.8943,-10.06457,166.9163,0.124339,89.99971,-0.0001184014
11.51.06.863654,-115.8943,-10.06457,166.9163,0.124339,89.99971,-0.0001184014
11.51.06.880653,-115.8943,-10.06454,166.9163,0.1237841,89.99969,-4.108795E-05
11.51.06.881653,-115.8943,-10.06454,166.9163,0.1237841,89.99969,-4.108795E-05
11.51.06.897652,-115.8943,-10.06452,166.9163,0.1232708,89.99967,-1.974356E-06
11.51.06.913650,-115.8943,-10.06448,166.9163,0.1224784,89.99969,-1.572815E-05
11.51.06.914651,-115.8943,-10.0645,166.9163,0.1228173,89.99969,2.061068E-06
11.51.06.930651,-115.8943,-10.06447,166.9163,0.1220981,89.99969,-7.489212E-05
11.51.06.931650,-115.8943,-10.06448,166.9163,0.1224285,89.99969,-2.346549E-05
11.51.06.947651,-115.8943,-10.06447,166.9163,0.1221052,89.99969,-7.378488E-05
11.51.06.964648,-115.8943,-10.06447,166.9163,0.1218802,89.9997,-0.000140286
11.51.06.965648,-115.8943,-10.06447,166.9163,0.1218802,89.9997,-0.000140286
11.51.06.981647,-115.8943,-10.06447,166.9163,0.1217266,89.9997,-0.0002138441
11.51.06.981647,-115.8943,-10.06447,166.9163,0.1217266,89.9997,-0.0002138441
11.51.06.998646,-115.8943,-10.06447,166.9163,0.121643,89.9997,-0.0002896167
11.51.07.014644,-115.8943,-10.06449,166.9163,0.1216616,89.9997,-0.0004159754
11.51.07.015647,-115.8943,-10.06448,166.9163,0.1216297,89.99969,-0.0003630747
11.51.07.030644,-115.8943,-10.0645,166.9163,0.1217968,89.99969,-0.0004799753
11.51.07.032646,-115.8943,-10.06449,166.9162,0.1216838,89.99969,-0.0004264942
11.51.07.047645,-115.8943,-10.0645,166.9163,0.1217965,89.99969,-0.0004798352
11.51.07.065644,-115.8943,-10.06452,166.9163,0.1219664,89.99968,-0.0005151001
11.51.07.065644,-115.8943,-10.06452,166.9163,0.1219664,89.99968,-0.0005151001
11.51.07.081641,-115.8943,-10.06453,166.9163,0.1221697,89.99967,-0.0005402999
11.51.07.082643,-115.8943,-10.06453,166.9163,0.1221697,89.99967,-0.0005402999
11.51.07.098640,-115.8943,-10.06455,166.9163,0.1223921,89.99967,-0.0005530198
11.51.07.114639,-115.8943,-10.06457,166.9163,0.1228159,89.99966,-0.0005463963
11.51.07.115640,-115.8943,-10.06456,166.9163,0.1226249,89.99967,-0.0005532599
